Test Date Time,22--10--19--09:47:43
Frame Grabbed,1005
FPS,999.916673610532
LED Left,2.69,LED Right,2.69
Time To Test,0.000

Frame No.,X(um),Y(um),Z(um),TX(min),TY(min),TZ(min),,N1 X,N1 Y,N2 X,N2 Y,W1 X,W1 Y, W2 X, W2 Y,S1 X,S1 Y,S2 X,S2 Y,E1 X,E1 Y,E2 X,E2 Y,tN1 X,tN1 Y,tN2 X,tN2 Y,tS1 X,tS1 Y,tS2 X,tS2 Y
505,-0.16,0.02,0.10,-0.10,0.18,-0.09,,587.4535,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7686,0.0000,0.0000,421.3614,221.5172,0.0000,0.0000,590.1617,282.6874,0.0000,0.0000,260.6615,277.1113,0.0000,0.0000,
506,-0.15,0.04,0.12,0.26,0.01,0.00,,587.4495,54.6947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3575,51.7849,0.0000,0.0000,421.3664,221.5040,0.0000,0.0000,590.1506,282.6848,0.0000,0.0000,260.6664,277.1170,0.0000,0.0000,
507,-0.01,0.08,0.18,0.31,0.15,-0.06,,587.4582,54.7015,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3593,51.7780,0.0000,0.0000,421.3599,221.5011,0.0000,0.0000,590.1453,282.6896,0.0000,0.0000,260.6565,277.1167,0.0000,0.0000,
508,0.06,0.16,0.28,0.03,0.26,-0.05,,587.4610,54.6973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3587,51.7665,0.0000,0.0000,421.3696,221.5096,0.0000,0.0000,590.1393,282.6948,0.0000,0.0000,260.6537,277.1224,0.0000,0.0000,
509,-0.10,0.06,0.09,-0.03,0.11,0.13,,587.4613,54.6901,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3728,51.7819,0.0000,0.0000,421.3691,221.5172,0.0000,0.0000,590.1498,282.6796,0.0000,0.0000,260.6532,277.1247,0.0000,0.0000,
510,0.07,0.04,0.14,0.02,-0.20,0.01,,587.4806,54.6804,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3648,51.7875,0.0000,0.0000,421.3762,221.5120,0.0000,0.0000,590.1375,282.6844,0.0000,0.0000,260.6508,277.1178,0.0000,0.0000,
511,-0.11,-0.01,0.00,0.13,0.19,0.07,,587.4668,54.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3597,51.7817,0.0000,0.0000,421.3631,221.5128,0.0000,0.0000,590.1470,282.6783,0.0000,0.0000,260.6609,277.1174,0.0000,0.0000,
512,-0.11,0.09,0.19,0.20,0.09,-0.01,,587.4661,54.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3467,51.7794,0.0000,0.0000,421.3581,221.5052,0.0000,0.0000,590.1488,282.6884,0.0000,0.0000,260.6635,277.1200,0.0000,0.0000,
513,-0.01,0.00,0.16,0.03,-0.05,-0.05,,587.4728,54.6851,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3484,51.7775,0.0000,0.0000,421.3678,221.5086,0.0000,0.0000,590.1454,282.6844,0.0000,0.0000,260.6561,277.1122,0.0000,0.0000,
514,-0.09,0.01,0.12,0.08,0.02,-0.01,,587.4572,54.6900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3508,51.7793,0.0000,0.0000,421.3639,221.5093,0.0000,0.0000,590.1503,282.6833,0.0000,0.0000,260.6589,277.1146,0.0000,0.0000,
515,-0.06,0.10,0.22,0.03,0.17,-0.04,,587.4630,54.6943,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3540,51.7709,0.0000,0.0000,421.3707,221.5103,0.0000,0.0000,590.1522,282.6907,0.0000,0.0000,260.6558,277.1190,0.0000,0.0000,
516,-0.01,-0.05,0.09,0.07,0.09,0.01,,587.4639,54.6909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3592,51.7759,0.0000,0.0000,421.3604,221.5084,0.0000,0.0000,590.1413,282.6783,0.0000,0.0000,260.6573,277.1117,0.0000,0.0000,
517,-0.03,0.01,0.08,0.14,0.10,-0.05,,587.4562,54.6972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3560,51.7784,0.0000,0.0000,421.3721,221.5087,0.0000,0.0000,590.1373,282.6846,0.0000,0.0000,260.6669,277.1127,0.0000,0.0000,
518,-0.06,0.02,0.23,-0.08,0.01,-0.02,,587.4623,54.6810,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3479,51.7706,0.0000,0.0000,421.3616,221.5098,0.0000,0.0000,590.1442,282.6840,0.0000,0.0000,260.6616,277.1148,0.0000,0.0000,
519,-0.15,0.05,0.21,0.08,-0.16,-0.06,,587.4588,54.6822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3577,51.7818,0.0000,0.0000,421.3599,221.5064,0.0000,0.0000,590.1543,282.6884,0.0000,0.0000,260.6667,277.1149,0.0000,0.0000,
520,-0.03,0.03,0.18,-0.09,0.22,0.00,,587.4535,54.6912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3487,51.7662,0.0000,0.0000,421.3689,221.5132,0.0000,0.0000,590.1417,282.6839,0.0000,0.0000,260.6603,277.1164,0.0000,0.0000,
521,0.06,0.15,0.23,0.16,-0.03,-0.08,,587.4686,54.6926,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3566,51.7815,0.0000,0.0000,421.3549,221.5071,0.0000,0.0000,590.1359,282.6954,0.0000,0.0000,260.6581,277.1206,0.0000,0.0000,
522,-0.09,0.00,0.00,0.14,0.12,0.09,,587.4556,54.6973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3586,51.7854,0.0000,0.0000,421.3570,221.5126,0.0000,0.0000,590.1494,282.6778,0.0000,0.0000,260.6545,277.1191,0.0000,0.0000,
523,-0.05,0.11,0.20,0.19,-0.13,-0.07,,587.4605,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3624,51.7860,0.0000,0.0000,421.3691,221.5059,0.0000,0.0000,590.1433,282.6923,0.0000,0.0000,260.6641,277.1182,0.0000,0.0000,
524,-0.10,0.10,0.13,0.10,0.08,0.00,,587.4573,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3594,51.7810,0.0000,0.0000,421.3645,221.5116,0.0000,0.0000,590.1463,282.6884,0.0000,0.0000,260.6640,277.1208,0.0000,0.0000,
525,-0.01,0.03,0.26,0.01,0.01,-0.04,,587.4606,54.6832,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7712,0.0000,0.0000,421.3626,221.5056,0.0000,0.0000,590.1466,282.6859,0.0000,0.0000,260.6550,277.1145,0.0000,0.0000,
526,-0.03,0.08,0.21,-0.07,-0.08,-0.12,,587.4741,54.6847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3583,51.7748,0.0000,0.0000,421.3618,221.5131,0.0000,0.0000,590.1477,282.6926,0.0000,0.0000,260.6608,277.1138,0.0000,0.0000,
527,-0.08,0.13,0.23,-0.02,-0.15,-0.02,,587.4705,54.6817,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3555,51.7826,0.0000,0.0000,421.3745,221.5125,0.0000,0.0000,590.1480,282.6915,0.0000,0.0000,260.6613,277.1216,0.0000,0.0000,
528,-0.11,-0.01,0.07,0.02,0.10,0.07,,587.4688,54.6905,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3554,51.7792,0.0000,0.0000,421.3645,221.5128,0.0000,0.0000,590.1466,282.6779,0.0000,0.0000,260.6609,277.1172,0.0000,0.0000,
529,-0.07,0.09,0.04,0.17,0.22,-0.03,,587.4753,54.7070,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3666,51.7808,0.0000,0.0000,421.3735,221.5132,0.0000,0.0000,590.1596,282.6895,0.0000,0.0000,260.6480,277.1190,0.0000,0.0000,
530,-0.25,0.05,0.11,0.02,0.18,0.01,,587.4655,54.6964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3547,51.7747,0.0000,0.0000,421.3787,221.5136,0.0000,0.0000,590.1602,282.6848,0.0000,0.0000,260.6686,277.1181,0.0000,0.0000,
531,-0.07,-0.02,0.09,-0.11,0.15,-0.10,,587.4516,54.6932,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3544,51.7677,0.0000,0.0000,421.3671,221.5160,0.0000,0.0000,590.1545,282.6852,0.0000,0.0000,260.6575,277.1083,0.0000,0.0000,
532,-0.10,-0.03,0.05,0.02,-0.07,-0.08,,587.4555,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3580,51.7809,0.0000,0.0000,421.3544,221.5132,0.0000,0.0000,590.1514,282.6840,0.0000,0.0000,260.6633,277.1084,0.0000,0.0000,
533,-0.14,-0.07,0.11,0.27,0.16,0.03,,587.4734,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3623,51.7769,0.0000,0.0000,421.3658,221.4998,0.0000,0.0000,590.1584,282.6763,0.0000,0.0000,260.6547,277.1115,0.0000,0.0000,
534,-0.06,0.09,0.18,-0.02,-0.05,-0.08,,587.4601,54.6878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7784,0.0000,0.0000,421.3671,221.5136,0.0000,0.0000,590.1492,282.6917,0.0000,0.0000,260.6601,277.1168,0.0000,0.0000,
535,0.03,-0.01,0.05,0.07,0.15,-0.11,,587.4682,54.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3517,51.7739,0.0000,0.0000,421.3655,221.5121,0.0000,0.0000,590.1490,282.6868,0.0000,0.0000,260.6511,277.1086,0.0000,0.0000,
536,-0.18,0.08,0.14,-0.08,-0.03,0.01,,587.4574,54.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3509,51.7802,0.0000,0.0000,421.3711,221.5171,0.0000,0.0000,590.1544,282.6871,0.0000,0.0000,260.6659,277.1203,0.0000,0.0000,
537,-0.17,0.07,0.12,0.03,0.22,0.11,,587.4577,54.6951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3693,51.7767,0.0000,0.0000,421.3689,221.5132,0.0000,0.0000,590.1541,282.6812,0.0000,0.0000,260.6592,277.1238,0.0000,0.0000,
538,-0.07,-0.01,0.21,-0.20,0.21,-0.01,,587.4585,54.6859,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3497,51.7608,0.0000,0.0000,421.3698,221.5141,0.0000,0.0000,590.1498,282.6822,0.0000,0.0000,260.6581,277.1134,0.0000,0.0000,
539,0.08,0.19,0.31,0.37,-0.08,-0.14,,587.4693,54.6946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3543,51.7836,0.0000,0.0000,421.3612,221.4966,0.0000,0.0000,590.1469,282.7008,0.0000,0.0000,260.6491,277.1195,0.0000,0.0000,
540,-0.18,0.05,0.15,0.05,0.40,0.03,,587.4766,54.7026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3564,51.7661,0.0000,0.0000,421.3658,221.5104,0.0000,0.0000,590.1618,282.6842,0.0000,0.0000,260.6568,277.1192,0.0000,0.0000,
541,-0.06,0.03,0.16,-0.18,0.19,-0.01,,587.4561,54.6895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3611,51.7665,0.0000,0.0000,421.3706,221.5178,0.0000,0.0000,590.1523,282.6846,0.0000,0.0000,260.6537,277.1160,0.0000,0.0000,
542,-0.11,0.10,0.23,0.02,-0.03,0.07,,587.4671,54.6828,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3485,51.7805,0.0000,0.0000,421.3551,221.5099,0.0000,0.0000,590.1541,282.6853,0.0000,0.0000,260.6534,277.1241,0.0000,0.0000,
543,-0.03,0.02,0.17,0.20,0.06,0.01,,587.4637,54.6915,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3496,51.7789,0.0000,0.0000,421.3585,221.5029,0.0000,0.0000,590.1378,282.6828,0.0000,0.0000,260.6626,277.1165,0.0000,0.0000,
544,-0.11,0.04,0.18,0.02,0.22,-0.03,,587.4665,54.6951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3604,51.7679,0.0000,0.0000,421.3691,221.5097,0.0000,0.0000,590.1588,282.6862,0.0000,0.0000,260.6552,277.1152,0.0000,0.0000,
545,-0.03,-0.02,0.06,0.03,0.14,-0.04,,587.4582,54.6957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3546,51.7743,0.0000,0.0000,421.3799,221.5123,0.0000,0.0000,590.1444,282.6825,0.0000,0.0000,260.6598,277.1109,0.0000,0.0000,
546,0.00,0.01,0.16,0.00,0.28,-0.06,,587.4516,54.6977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3550,51.7647,0.0000,0.0000,421.3629,221.5104,0.0000,0.0000,590.1408,282.6858,0.0000,0.0000,260.6603,277.1123,0.0000,0.0000,
547,-0.04,0.08,0.11,-0.11,-0.27,-0.11,,587.4598,54.6813,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3606,51.7861,0.0000,0.0000,421.3707,221.5189,0.0000,0.0000,590.1542,282.6924,0.0000,0.0000,260.6556,277.1139,0.0000,0.0000,
548,-0.03,0.10,0.17,0.13,0.01,-0.07,,587.4768,54.6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3528,51.7802,0.0000,0.0000,421.3683,221.5083,0.0000,0.0000,590.1496,282.6918,0.0000,0.0000,260.6559,277.1171,0.0000,0.0000,
549,-0.13,0.01,0.14,0.12,0.14,0.01,,587.4553,54.6933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3505,51.7754,0.0000,0.0000,421.3718,221.5068,0.0000,0.0000,590.1530,282.6820,0.0000,0.0000,260.6603,277.1157,0.0000,0.0000,
550,0.01,0.01,0.17,-0.16,-0.14,-0.16,,587.4767,54.6809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3545,51.7730,0.0000,0.0000,421.3670,221.5156,0.0000,0.0000,590.1501,282.6904,0.0000,0.0000,260.6559,277.1076,0.0000,0.0000,
551,0.03,0.03,0.10,-0.22,-0.10,-0.07,,587.4648,54.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3522,51.7773,0.0000,0.0000,421.3660,221.5221,0.0000,0.0000,590.1408,282.6876,0.0000,0.0000,260.6574,277.1133,0.0000,0.0000,
552,-0.16,0.03,0.07,-0.05,0.05,0.02,,587.4711,54.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3525,51.7797,0.0000,0.0000,421.3636,221.5174,0.0000,0.0000,590.1564,282.6829,0.0000,0.0000,260.6597,277.1173,0.0000,0.0000,
553,0.02,0.05,0.17,0.04,0.37,0.11,,587.4603,54.6973,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3488,51.7685,0.0000,0.0000,421.3649,221.5100,0.0000,0.0000,590.1362,282.6796,0.0000,0.0000,260.6524,277.1232,0.0000,0.0000,
554,-0.04,0.01,0.26,0.02,0.04,-0.04,,587.4549,54.6841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3548,51.7699,0.0000,0.0000,421.3668,221.5049,0.0000,0.0000,590.1426,282.6849,0.0000,0.0000,260.6627,277.1135,0.0000,0.0000,
555,-0.10,-0.03,0.07,-0.01,0.19,-0.01,,587.4764,54.6951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3433,51.7718,0.0000,0.0000,421.3570,221.5132,0.0000,0.0000,590.1509,282.6802,0.0000,0.0000,260.6604,277.1119,0.0000,0.0000,
556,-0.09,0.11,0.13,0.00,0.10,0.12,,587.4544,54.6908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3425,51.7823,0.0000,0.0000,421.3554,221.5155,0.0000,0.0000,590.1415,282.6832,0.0000,0.0000,260.6608,277.1275,0.0000,0.0000,
557,-0.03,0.02,0.11,-0.03,-0.04,-0.01,,587.4663,54.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3510,51.7798,0.0000,0.0000,421.3607,221.5142,0.0000,0.0000,590.1401,282.6840,0.0000,0.0000,260.6621,277.1155,0.0000,0.0000,
558,-0.03,0.03,0.20,-0.05,0.05,0.08,,587.4578,54.6827,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3530,51.7751,0.0000,0.0000,421.3702,221.5108,0.0000,0.0000,590.1470,282.6805,0.0000,0.0000,260.6499,277.1203,0.0000,0.0000,
559,-0.11,0.05,0.11,0.21,0.41,0.24,,587.4724,54.7018,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3541,51.7778,0.0000,0.0000,421.3499,221.5071,0.0000,0.0000,590.1416,282.6738,0.0000,0.0000,260.6565,277.1294,0.0000,0.0000,
560,-0.11,0.02,0.21,0.05,-0.14,-0.13,,587.4603,54.6836,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3524,51.7775,0.0000,0.0000,421.3590,221.5065,0.0000,0.0000,590.1534,282.6899,0.0000,0.0000,260.6659,277.1096,0.0000,0.0000,
561,-0.13,-0.09,0.04,0.34,0.16,0.05,,587.4664,54.6992,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3537,51.7815,0.0000,0.0000,421.3628,221.4996,0.0000,0.0000,590.1536,282.6744,0.0000,0.0000,260.6573,277.1113,0.0000,0.0000,
562,-0.04,0.07,0.13,0.00,0.14,-0.03,,587.4557,54.6949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3484,51.7743,0.0000,0.0000,421.3657,221.5140,0.0000,0.0000,590.1443,282.6875,0.0000,0.0000,260.6593,277.1175,0.0000,0.0000,
563,-0.10,0.10,0.30,0.10,-0.06,-0.15,,587.4684,54.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7735,0.0000,0.0000,421.3588,221.5033,0.0000,0.0000,590.1562,282.6955,0.0000,0.0000,260.6629,277.1133,0.0000,0.0000,
564,-0.18,0.05,0.17,-0.12,0.01,-0.06,,587.4636,54.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3533,51.7727,0.0000,0.0000,421.3659,221.5158,0.0000,0.0000,590.1601,282.6883,0.0000,0.0000,260.6639,277.1146,0.0000,0.0000,
565,-0.07,-0.09,0.10,0.24,0.07,-0.02,,587.4629,54.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3537,51.7773,0.0000,0.0000,421.3622,221.5002,0.0000,0.0000,590.1494,282.6773,0.0000,0.0000,260.6581,277.1075,0.0000,0.0000,
566,-0.15,0.07,0.10,0.03,-0.17,-0.04,,587.4542,54.6867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3518,51.7879,0.0000,0.0000,421.3499,221.5145,0.0000,0.0000,590.1598,282.6888,0.0000,0.0000,260.6589,277.1171,0.0000,0.0000,
567,-0.10,0.02,0.09,0.02,0.13,-0.03,,587.4688,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3548,51.7751,0.0000,0.0000,421.3728,221.5135,0.0000,0.0000,590.1558,282.6850,0.0000,0.0000,260.6566,277.1141,0.0000,0.0000,
568,0.09,0.05,0.02,0.12,-0.01,-0.20,,587.4654,54.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3466,51.7820,0.0000,0.0000,421.3700,221.5140,0.0000,0.0000,590.1438,282.6946,0.0000,0.0000,260.6535,277.1083,0.0000,0.0000,
569,0.01,-0.03,0.19,0.26,0.06,0.02,,587.4657,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3581,51.7775,0.0000,0.0000,421.3634,221.4974,0.0000,0.0000,590.1395,282.6788,0.0000,0.0000,260.6557,277.1133,0.0000,0.0000,
570,-0.05,0.15,0.21,0.12,-0.14,-0.18,,587.4376,54.6917,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3518,51.7823,0.0000,0.0000,421.3653,221.5089,0.0000,0.0000,590.1567,282.7006,0.0000,0.0000,260.6585,277.1153,0.0000,0.0000,
571,-0.04,0.10,0.38,0.24,0.02,-0.17,,587.4683,54.6894,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3680,51.7695,0.0000,0.0000,421.3743,221.4944,0.0000,0.0000,590.1504,282.6965,0.0000,0.0000,260.6614,277.1131,0.0000,0.0000,
572,-0.08,0.04,0.27,0.11,0.08,-0.04,,587.4660,54.6874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3586,51.7705,0.0000,0.0000,421.3758,221.5020,0.0000,0.0000,590.1491,282.6867,0.0000,0.0000,260.6612,277.1149,0.0000,0.0000,
573,-0.10,0.07,0.19,0.34,0.03,0.00,,587.4729,54.6948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3595,51.7843,0.0000,0.0000,421.3775,221.4993,0.0000,0.0000,590.1461,282.6864,0.0000,0.0000,260.6648,277.1188,0.0000,0.0000,
574,-0.02,0.02,0.06,0.16,-0.20,-0.10,,587.4636,54.6896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3489,51.7897,0.0000,0.0000,421.3637,221.5094,0.0000,0.0000,590.1469,282.6878,0.0000,0.0000,260.6596,277.1109,0.0000,0.0000,
575,0.06,0.05,0.13,0.02,0.26,0.03,,587.4669,54.6977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7716,0.0000,0.0000,421.3633,221.5125,0.0000,0.0000,590.1369,282.6837,0.0000,0.0000,260.6520,277.1188,0.0000,0.0000,
576,-0.07,0.05,0.17,0.09,-0.07,-0.08,,587.4621,54.6880,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3460,51.7797,0.0000,0.0000,421.3673,221.5077,0.0000,0.0000,590.1560,282.6889,0.0000,0.0000,260.6557,277.1137,0.0000,0.0000,
577,-0.10,0.03,0.09,-0.12,0.12,0.05,,587.4595,54.6898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3504,51.7755,0.0000,0.0000,421.3702,221.5185,0.0000,0.0000,590.1442,282.6814,0.0000,0.0000,260.6630,277.1186,0.0000,0.0000,
578,-0.09,-0.06,0.25,-0.07,0.00,-0.03,,587.4611,54.6773,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3696,51.7669,0.0000,0.0000,421.3640,221.5052,0.0000,0.0000,590.1469,282.6791,0.0000,0.0000,260.6640,277.1092,0.0000,0.0000,
579,-0.15,-0.06,0.21,0.39,0.23,0.11,,587.4578,54.6937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3610,51.7750,0.0000,0.0000,421.3667,221.4908,0.0000,0.0000,590.1478,282.6728,0.0000,0.0000,260.6629,277.1161,0.0000,0.0000,
580,0.00,0.08,0.14,-0.05,-0.10,-0.08,,587.4624,54.6867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3604,51.7807,0.0000,0.0000,421.3642,221.5157,0.0000,0.0000,590.1382,282.6909,0.0000,0.0000,260.6633,277.1162,0.0000,0.0000,
581,-0.17,0.05,0.16,0.12,0.09,-0.06,,587.4601,54.6951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3544,51.7762,0.0000,0.0000,421.3647,221.5077,0.0000,0.0000,590.1571,282.6882,0.0000,0.0000,260.6652,277.1149,0.0000,0.0000,
582,0.09,-0.06,0.08,0.10,0.17,-0.11,,587.4560,54.6981,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3519,51.7699,0.0000,0.0000,421.3638,221.5075,0.0000,0.0000,590.1340,282.6832,0.0000,0.0000,260.6590,277.1053,0.0000,0.0000,
583,0.06,-0.01,0.14,0.15,-0.22,-0.15,,587.4512,54.6855,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3621,51.7838,0.0000,0.0000,421.3656,221.5049,0.0000,0.0000,590.1425,282.6886,0.0000,0.0000,260.6560,277.1067,0.0000,0.0000,
584,-0.05,0.13,0.26,-0.06,0.04,-0.08,,587.4629,54.6878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3476,51.7714,0.0000,0.0000,421.3582,221.5123,0.0000,0.0000,590.1481,282.6938,0.0000,0.0000,260.6602,277.1188,0.0000,0.0000,
585,-0.09,0.07,0.16,0.13,0.07,-0.07,,587.4512,54.6951,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3586,51.7773,0.0000,0.0000,421.3585,221.5081,0.0000,0.0000,590.1462,282.6900,0.0000,0.0000,260.6676,277.1157,0.0000,0.0000,
586,-0.07,0.03,0.17,-0.04,0.19,0.03,,587.4573,54.6908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3546,51.7703,0.0000,0.0000,421.3543,221.5121,0.0000,0.0000,590.1456,282.6824,0.0000,0.0000,260.6587,277.1178,0.0000,0.0000,
587,-0.12,0.00,0.11,-0.07,0.07,0.02,,587.4497,54.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3662,51.7748,0.0000,0.0000,421.3742,221.5147,0.0000,0.0000,590.1526,282.6811,0.0000,0.0000,260.6589,277.1151,0.0000,0.0000,
588,-0.05,-0.04,0.02,-0.09,0.28,0.03,,587.4681,54.6974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3604,51.7705,0.0000,0.0000,421.3676,221.5184,0.0000,0.0000,590.1482,282.6780,0.0000,0.0000,260.6543,277.1137,0.0000,0.0000,
589,-0.10,0.11,0.14,0.02,0.24,0.04,,587.4630,54.6984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7743,0.0000,0.0000,421.3734,221.5145,0.0000,0.0000,590.1551,282.6871,0.0000,0.0000,260.6524,277.1229,0.0000,0.0000,
590,-0.04,0.03,0.10,0.08,0.24,0.07,,587.4617,54.6974,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7753,0.0000,0.0000,421.3569,221.5108,0.0000,0.0000,590.1486,282.6808,0.0000,0.0000,260.6502,277.1195,0.0000,0.0000,
591,-0.03,0.10,0.26,0.11,-0.03,-0.07,,587.4569,54.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3602,51.7772,0.0000,0.0000,421.3551,221.5054,0.0000,0.0000,590.1516,282.6917,0.0000,0.0000,260.6535,277.1177,0.0000,0.0000,
592,-0.02,-0.08,-0.03,0.17,0.20,0.06,,587.4758,54.6995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3508,51.7802,0.0000,0.0000,421.3657,221.5094,0.0000,0.0000,590.1343,282.6735,0.0000,0.0000,260.6621,277.1123,0.0000,0.0000,
593,-0.03,0.06,0.08,0.10,-0.09,-0.02,,587.4571,54.6908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3555,51.7877,0.0000,0.0000,421.3760,221.5128,0.0000,0.0000,590.1511,282.6870,0.0000,0.0000,260.6516,277.1175,0.0000,0.0000,
594,-0.14,-0.06,-0.04,0.19,0.09,0.17,,587.4495,54.6946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3531,51.7901,0.0000,0.0000,421.3660,221.5105,0.0000,0.0000,590.1481,282.6700,0.0000,0.0000,260.6567,277.1191,0.0000,0.0000,
595,-0.13,-0.02,0.02,-0.08,0.04,0.00,,587.4639,54.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3541,51.7790,0.0000,0.0000,421.3607,221.5188,0.0000,0.0000,590.1509,282.6811,0.0000,0.0000,260.6632,277.1134,0.0000,0.0000,
