Test Date Time,22--10--19--09:47:43
Frame Grabbed,1005
FPS,999.916673610532
LED Left,2.69,LED Right,2.69
Time To Test,0.000

Frame No.,X(um),Y(um),Z(um),TX(min),TY(min),TZ(min),,N1 X,N1 Y,N2 X,N2 Y,W1 X,W1 Y, W2 X, W2 Y,S1 X,S1 Y,S2 X,S2 Y,E1 X,E1 Y,E2 X,E2 Y,tN1 X,tN1 Y,tN2 X,tN2 Y,tS1 X,tS1 Y,tS2 X,tS2 Y
316,-0.17,0.07,0.23,-0.18,-0.08,-0.08,,587.4590,54.6802,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3561,51.7721,0.0000,0.0000,421.3584,221.5158,0.0000,0.0000,590.1638,282.6907,0.0000,0.0000,260.6599,277.1147,0.0000,0.0000,
317,0.07,-0.05,0.09,0.11,-0.02,-0.05,,587.4567,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3484,51.7793,0.0000,0.0000,421.3700,221.5069,0.0000,0.0000,590.1385,282.6809,0.0000,0.0000,260.6531,277.1090,0.0000,0.0000,
318,-0.01,0.02,0.19,-0.02,0.18,-0.06,,587.4731,54.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3470,51.7665,0.0000,0.0000,421.3705,221.5096,0.0000,0.0000,590.1466,282.6863,0.0000,0.0000,260.6559,277.1129,0.0000,0.0000,
319,-0.04,-0.02,0.05,0.09,0.08,-0.19,,587.4794,54.6999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3429,51.7741,0.0000,0.0000,421.3560,221.5108,0.0000,0.0000,590.1515,282.6897,0.0000,0.0000,260.6629,277.1040,0.0000,0.0000,
320,-0.05,0.00,0.18,0.19,0.06,0.06,,587.4715,54.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3593,51.7794,0.0000,0.0000,421.3734,221.5021,0.0000,0.0000,590.1444,282.6791,0.0000,0.0000,260.6558,277.1175,0.0000,0.0000,
321,-0.17,-0.04,-0.11,0.04,0.15,-0.07,,587.4563,54.7051,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3530,51.7810,0.0000,0.0000,421.3718,221.5201,0.0000,0.0000,590.1633,282.6829,0.0000,0.0000,260.6597,277.1086,0.0000,0.0000,
322,-0.08,0.01,0.07,0.09,0.12,0.02,,587.4573,54.6958,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3557,51.7794,0.0000,0.0000,421.3578,221.5117,0.0000,0.0000,590.1470,282.6820,0.0000,0.0000,260.6600,277.1162,0.0000,0.0000,
323,0.05,-0.05,0.07,0.10,-0.04,-0.03,,587.4457,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3625,51.7817,0.0000,0.0000,421.3709,221.5090,0.0000,0.0000,590.1450,282.6805,0.0000,0.0000,260.6473,277.1102,0.0000,0.0000,
324,-0.01,-0.01,0.11,0.12,0.19,-0.08,,587.4593,54.6991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3482,51.7713,0.0000,0.0000,421.3606,221.5074,0.0000,0.0000,590.1448,282.6854,0.0000,0.0000,260.6592,277.1102,0.0000,0.0000,
325,0.01,-0.06,0.15,-0.08,-0.04,-0.11,,587.4649,54.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7712,0.0000,0.0000,421.3639,221.5108,0.0000,0.0000,590.1442,282.6836,0.0000,0.0000,260.6586,277.1059,0.0000,0.0000,
326,-0.15,0.06,0.23,-0.18,0.14,0.06,,587.4590,54.6833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3536,51.7680,0.0000,0.0000,421.3759,221.5150,0.0000,0.0000,590.1544,282.6830,0.0000,0.0000,260.6590,277.1208,0.0000,0.0000,
327,0.12,0.12,0.17,0.24,-0.04,-0.11,,587.4644,54.6962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7843,0.0000,0.0000,421.3640,221.5054,0.0000,0.0000,590.1408,282.6946,0.0000,0.0000,260.6479,277.1167,0.0000,0.0000,
328,-0.16,-0.03,0.18,-0.09,0.20,0.02,,587.4606,54.6874,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3612,51.7658,0.0000,0.0000,421.3737,221.5110,0.0000,0.0000,590.1571,282.6790,0.0000,0.0000,260.6590,277.1136,0.0000,0.0000,
329,-0.01,0.08,0.11,0.19,0.02,-0.05,,587.4642,54.6970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3638,51.7838,0.0000,0.0000,421.3736,221.5083,0.0000,0.0000,590.1463,282.6894,0.0000,0.0000,260.6553,277.1167,0.0000,0.0000,
330,0.00,0.03,0.11,0.03,-0.02,-0.03,,587.4547,54.6891,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7802,0.0000,0.0000,421.3784,221.5122,0.0000,0.0000,590.1471,282.6851,0.0000,0.0000,260.6527,277.1147,0.0000,0.0000,
331,0.05,0.03,0.20,-0.13,-0.12,-0.14,,587.4689,54.6809,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3544,51.7730,0.0000,0.0000,421.3547,221.5138,0.0000,0.0000,590.1393,282.6902,0.0000,0.0000,260.6595,277.1096,0.0000,0.0000,
332,-0.03,-0.01,0.02,-0.07,-0.06,0.03,,587.4656,54.6862,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3600,51.7845,0.0000,0.0000,421.3569,221.5185,0.0000,0.0000,590.1503,282.6799,0.0000,0.0000,260.6489,277.1153,0.0000,0.0000,
333,-0.08,-0.05,-0.08,0.20,-0.02,-0.15,,587.4514,54.7026,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3559,51.7863,0.0000,0.0000,421.3744,221.5122,0.0000,0.0000,590.1560,282.6863,0.0000,0.0000,260.6605,277.1038,0.0000,0.0000,
334,0.05,0.08,0.10,-0.16,0.12,-0.09,,587.4668,54.6948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3590,51.7713,0.0000,0.0000,421.3638,221.5215,0.0000,0.0000,590.1354,282.6913,0.0000,0.0000,260.6614,277.1149,0.0000,0.0000,
335,-0.05,0.10,0.10,0.16,-0.13,-0.07,,587.4632,54.6927,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3543,51.7899,0.0000,0.0000,421.3806,221.5109,0.0000,0.0000,590.1537,282.6918,0.0000,0.0000,260.6538,277.1174,0.0000,0.0000,
336,-0.06,-0.04,-0.01,0.25,0.05,0.00,,587.4529,54.6987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3646,51.7867,0.0000,0.0000,421.3644,221.5074,0.0000,0.0000,590.1484,282.6796,0.0000,0.0000,260.6572,277.1123,0.0000,0.0000,
337,-0.24,0.06,0.23,-0.04,0.27,0.08,,587.4593,54.6906,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3510,51.7670,0.0000,0.0000,421.3632,221.5101,0.0000,0.0000,590.1613,282.6823,0.0000,0.0000,260.6628,277.1223,0.0000,0.0000,
338,-0.13,0.05,0.29,-0.10,0.31,0.00,,587.4563,54.6903,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3581,51.7583,0.0000,0.0000,421.3630,221.5093,0.0000,0.0000,590.1610,282.6857,0.0000,0.0000,260.6528,277.1177,0.0000,0.0000,
339,-0.09,0.00,0.00,0.15,-0.05,0.07,,587.4699,54.6923,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3569,51.7917,0.0000,0.0000,421.3694,221.5126,0.0000,0.0000,590.1453,282.6789,0.0000,0.0000,260.6601,277.1179,0.0000,0.0000,
340,-0.18,0.03,0.21,0.14,0.05,0.06,,587.4658,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3632,51.7781,0.0000,0.0000,421.3553,221.5035,0.0000,0.0000,590.1529,282.6813,0.0000,0.0000,260.6648,277.1193,0.0000,0.0000,
341,0.01,0.09,0.30,0.21,0.01,-0.10,,587.4573,54.6896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3549,51.7744,0.0000,0.0000,421.3692,221.4989,0.0000,0.0000,590.1411,282.6923,0.0000,0.0000,260.6605,277.1155,0.0000,0.0000,
342,-0.09,-0.07,0.18,0.14,0.12,0.09,,587.4580,54.6854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3579,51.7736,0.0000,0.0000,421.3676,221.5006,0.0000,0.0000,590.1420,282.6727,0.0000,0.0000,260.6609,277.1144,0.0000,0.0000,
343,-0.09,0.08,0.21,0.28,-0.21,-0.12,,587.4582,54.6879,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3564,51.7879,0.0000,0.0000,421.3541,221.5005,0.0000,0.0000,590.1565,282.6931,0.0000,0.0000,260.6599,277.1139,0.0000,0.0000,
344,0.02,0.08,0.04,0.02,-0.01,-0.05,,587.4660,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3623,51.7850,0.0000,0.0000,421.3741,221.5183,0.0000,0.0000,590.1326,282.6893,0.0000,0.0000,260.6656,277.1176,0.0000,0.0000,
345,-0.02,0.05,0.13,-0.10,0.06,-0.11,,587.4594,54.6916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3480,51.7720,0.0000,0.0000,421.3612,221.5167,0.0000,0.0000,590.1521,282.6906,0.0000,0.0000,260.6542,277.1122,0.0000,0.0000,
346,-0.22,-0.08,0.06,-0.01,0.28,0.16,,587.4476,54.6916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3528,51.7719,0.0000,0.0000,421.3680,221.5118,0.0000,0.0000,590.1511,282.6693,0.0000,0.0000,260.6657,277.1170,0.0000,0.0000,
347,0.01,-0.05,0.08,0.18,-0.09,-0.09,,587.4531,54.6902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3576,51.7833,0.0000,0.0000,421.3665,221.5055,0.0000,0.0000,590.1547,282.6833,0.0000,0.0000,260.6466,277.1072,0.0000,0.0000,
348,0.02,0.07,0.14,0.06,-0.05,-0.01,,587.4596,54.6886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3698,51.7830,0.0000,0.0000,421.3518,221.5117,0.0000,0.0000,590.1399,282.6871,0.0000,0.0000,260.6555,277.1186,0.0000,0.0000,
349,-0.15,-0.04,0.12,-0.25,0.16,0.09,,587.4701,54.6831,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3619,51.7682,0.0000,0.0000,421.3702,221.5194,0.0000,0.0000,590.1526,282.6756,0.0000,0.0000,260.6589,277.1164,0.0000,0.0000,
350,-0.10,-0.07,0.10,0.21,0.07,0.02,,587.4560,54.6921,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3615,51.7791,0.0000,0.0000,421.3763,221.5025,0.0000,0.0000,590.1491,282.6770,0.0000,0.0000,260.6602,277.1111,0.0000,0.0000,
351,-0.01,-0.04,0.12,0.09,0.15,-0.03,,587.4634,54.6930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3529,51.7721,0.0000,0.0000,421.3860,221.5066,0.0000,0.0000,590.1433,282.6804,0.0000,0.0000,260.6567,277.1105,0.0000,0.0000,
352,-0.14,0.00,0.08,-0.01,-0.17,-0.01,,587.4672,54.6822,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3597,51.7860,0.0000,0.0000,421.3621,221.5140,0.0000,0.0000,590.1442,282.6821,0.0000,0.0000,260.6712,277.1140,0.0000,0.0000,
353,0.03,0.08,0.15,-0.05,0.00,-0.13,,587.4615,54.6916,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3627,51.7750,0.0000,0.0000,421.3743,221.5155,0.0000,0.0000,590.1411,282.6931,0.0000,0.0000,260.6597,277.1133,0.0000,0.0000,
354,0.00,0.05,0.16,0.22,0.00,-0.08,,587.4726,54.6947,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3537,51.7815,0.0000,0.0000,421.3772,221.5042,0.0000,0.0000,590.1463,282.6894,0.0000,0.0000,260.6560,277.1141,0.0000,0.0000,
355,-0.11,-0.02,0.14,0.13,-0.04,0.01,,587.4706,54.6858,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3643,51.7813,0.0000,0.0000,421.3812,221.5051,0.0000,0.0000,590.1527,282.6804,0.0000,0.0000,260.6578,277.1138,0.0000,0.0000,
356,-0.02,-0.04,0.10,-0.09,0.18,0.00,,587.4584,54.6910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3556,51.7685,0.0000,0.0000,421.3661,221.5140,0.0000,0.0000,590.1417,282.6796,0.0000,0.0000,260.6589,277.1117,0.0000,0.0000,
357,0.01,-0.04,-0.07,0.09,0.22,0.04,,587.4597,54.7033,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3505,51.7806,0.0000,0.0000,421.3520,221.5158,0.0000,0.0000,590.1500,282.6775,0.0000,0.0000,260.6444,277.1135,0.0000,0.0000,
358,-0.11,-0.03,0.12,0.12,-0.13,-0.03,,587.4660,54.6847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3571,51.7840,0.0000,0.0000,421.3861,221.5064,0.0000,0.0000,590.1563,282.6817,0.0000,0.0000,260.6568,277.1112,0.0000,0.0000,
359,-0.14,0.04,0.18,0.28,0.12,0.10,,587.4593,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3640,51.7822,0.0000,0.0000,421.3751,221.5006,0.0000,0.0000,590.1513,282.6799,0.0000,0.0000,260.6584,277.1221,0.0000,0.0000,
360,-0.07,0.06,0.00,0.06,0.02,-0.03,,587.4607,54.6977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3592,51.7861,0.0000,0.0000,421.3710,221.5176,0.0000,0.0000,590.1499,282.6870,0.0000,0.0000,260.6588,277.1166,0.0000,0.0000,
361,0.04,-0.03,0.02,0.15,0.18,-0.05,,587.4743,54.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3499,51.7771,0.0000,0.0000,421.3709,221.5102,0.0000,0.0000,590.1415,282.6826,0.0000,0.0000,260.6544,277.1100,0.0000,0.0000,
362,-0.07,0.08,0.20,-0.08,-0.06,-0.09,,587.4601,54.6852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3531,51.7753,0.0000,0.0000,421.3722,221.5138,0.0000,0.0000,590.1532,282.6916,0.0000,0.0000,260.6582,277.1153,0.0000,0.0000,
363,-0.04,-0.01,0.16,-0.07,0.05,-0.06,,587.4636,54.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3569,51.7705,0.0000,0.0000,421.3795,221.5119,0.0000,0.0000,590.1447,282.6848,0.0000,0.0000,260.6624,277.1111,0.0000,0.0000,
364,-0.10,0.12,0.12,0.02,-0.01,0.02,,587.4552,54.6912,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3527,51.7849,0.0000,0.0000,421.3605,221.5159,0.0000,0.0000,590.1470,282.6885,0.0000,0.0000,260.6622,277.1230,0.0000,0.0000,
365,-0.18,0.10,0.25,-0.05,0.16,0.00,,587.4610,54.6895,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3504,51.7690,0.0000,0.0000,421.3684,221.5115,0.0000,0.0000,590.1644,282.6882,0.0000,0.0000,260.6561,277.1208,0.0000,0.0000,
366,-0.18,0.12,0.17,0.02,-0.13,-0.11,,587.4555,54.6881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3466,51.7828,0.0000,0.0000,421.3550,221.5131,0.0000,0.0000,590.1542,282.6947,0.0000,0.0000,260.6722,277.1169,0.0000,0.0000,
367,0.00,0.05,0.11,0.11,0.12,-0.03,,587.4635,54.6969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3599,51.7774,0.0000,0.0000,421.3774,221.5102,0.0000,0.0000,590.1446,282.6863,0.0000,0.0000,260.6545,277.1160,0.0000,0.0000,
368,-0.02,-0.01,0.12,0.10,-0.27,-0.18,,587.4710,54.6837,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3508,51.7844,0.0000,0.0000,421.3743,221.5075,0.0000,0.0000,590.1502,282.6899,0.0000,0.0000,260.6608,277.1048,0.0000,0.0000,
369,0.15,-0.02,0.10,0.12,-0.22,-0.12,,587.4542,54.6852,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3561,51.7855,0.0000,0.0000,421.3643,221.5075,0.0000,0.0000,590.1385,282.6866,0.0000,0.0000,260.6475,277.1077,0.0000,0.0000,
370,-0.04,0.02,0.20,0.01,0.02,0.02,,587.4695,54.6841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3523,51.7754,0.0000,0.0000,421.3766,221.5082,0.0000,0.0000,590.1469,282.6823,0.0000,0.0000,260.6549,277.1170,0.0000,0.0000,
371,-0.11,0.01,0.11,-0.02,0.03,-0.06,,587.4674,54.6902,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3526,51.7756,0.0000,0.0000,421.3638,221.5131,0.0000,0.0000,590.1559,282.6858,0.0000,0.0000,260.6594,277.1121,0.0000,0.0000,
372,-0.01,0.04,0.09,0.04,0.04,-0.09,,587.4691,54.6949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3553,51.7779,0.0000,0.0000,421.3753,221.5134,0.0000,0.0000,590.1461,282.6891,0.0000,0.0000,260.6576,277.1128,0.0000,0.0000,
373,-0.13,0.05,0.12,0.10,-0.06,0.04,,587.4641,54.6875,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3592,51.7858,0.0000,0.0000,421.3809,221.5100,0.0000,0.0000,590.1570,282.6834,0.0000,0.0000,260.6555,277.1194,0.0000,0.0000,
374,0.03,0.02,0.04,0.15,0.00,-0.18,,587.4565,54.7006,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3583,51.7807,0.0000,0.0000,421.3620,221.5109,0.0000,0.0000,590.1504,282.6921,0.0000,0.0000,260.6538,277.1068,0.0000,0.0000,
375,-0.11,0.02,0.17,0.04,-0.09,-0.05,,587.4507,54.6841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3544,51.7790,0.0000,0.0000,421.3625,221.5085,0.0000,0.0000,590.1581,282.6854,0.0000,0.0000,260.6564,277.1132,0.0000,0.0000,
376,0.06,-0.05,0.04,0.16,-0.08,-0.17,,587.4496,54.6946,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3676,51.7815,0.0000,0.0000,421.3777,221.5078,0.0000,0.0000,590.1412,282.6873,0.0000,0.0000,260.6592,277.1035,0.0000,0.0000,
377,-0.04,-0.05,0.08,-0.02,0.19,0.08,,587.4632,54.6913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3483,51.7732,0.0000,0.0000,421.3689,221.5126,0.0000,0.0000,590.1419,282.6753,0.0000,0.0000,260.6556,277.1155,0.0000,0.0000,
378,-0.01,0.07,0.22,0.11,-0.03,-0.11,,587.4620,54.6896,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3547,51.7767,0.0000,0.0000,421.3649,221.5059,0.0000,0.0000,590.1420,282.6918,0.0000,0.0000,260.6633,277.1140,0.0000,0.0000,
379,-0.14,0.02,0.07,0.23,0.21,0.04,,587.4632,54.7019,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3599,51.7802,0.0000,0.0000,421.3799,221.5069,0.0000,0.0000,590.1565,282.6811,0.0000,0.0000,260.6565,277.1177,0.0000,0.0000,
380,0.11,-0.06,-0.02,0.05,0.05,-0.08,,587.4574,54.6964,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3514,51.7794,0.0000,0.0000,421.3693,221.5143,0.0000,0.0000,590.1305,282.6818,0.0000,0.0000,260.6574,277.1070,0.0000,0.0000,
381,-0.08,-0.11,0.08,0.10,0.05,0.01,,587.4633,54.6881,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3578,51.7762,0.0000,0.0000,421.3704,221.5055,0.0000,0.0000,590.1466,282.6747,0.0000,0.0000,260.6608,277.1080,0.0000,0.0000,
382,-0.01,-0.12,0.01,0.04,-0.03,0.02,,587.4559,54.6868,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3541,51.7814,0.0000,0.0000,421.3596,221.5110,0.0000,0.0000,590.1420,282.6735,0.0000,0.0000,260.6557,277.1078,0.0000,0.0000,
383,-0.11,0.03,0.22,0.09,0.24,-0.05,,587.4614,54.6957,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3573,51.7663,0.0000,0.0000,421.3665,221.5051,0.0000,0.0000,590.1639,282.6870,0.0000,0.0000,260.6504,277.1140,0.0000,0.0000,
384,-0.02,0.02,0.07,0.22,0.02,-0.04,,587.4645,54.6968,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3607,51.7842,0.0000,0.0000,421.3699,221.5071,0.0000,0.0000,590.1481,282.6854,0.0000,0.0000,260.6538,277.1139,0.0000,0.0000,
385,0.07,0.06,0.24,0.03,0.01,-0.11,,587.4520,54.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3612,51.7719,0.0000,0.0000,421.3831,221.5075,0.0000,0.0000,590.1397,282.6915,0.0000,0.0000,260.6551,277.1131,0.0000,0.0000,
386,-0.11,0.07,0.14,0.13,0.04,-0.09,,587.4723,54.6960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3481,51.7790,0.0000,0.0000,421.3680,221.5089,0.0000,0.0000,590.1536,282.6904,0.0000,0.0000,260.6626,277.1146,0.0000,0.0000,
387,0.02,0.04,0.11,0.09,-0.14,-0.13,,587.4848,54.6898,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3460,51.7837,0.0000,0.0000,421.3670,221.5108,0.0000,0.0000,590.1446,282.6910,0.0000,0.0000,260.6587,277.1108,0.0000,0.0000,
388,-0.11,0.04,0.19,-0.06,0.11,-0.02,,587.4677,54.6884,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3682,51.7705,0.0000,0.0000,421.3524,221.5119,0.0000,0.0000,590.1540,282.6853,0.0000,0.0000,260.6580,277.1162,0.0000,0.0000,
389,0.02,-0.01,0.11,-0.01,-0.10,-0.07,,587.4681,54.6850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3597,51.7796,0.0000,0.0000,421.3722,221.5118,0.0000,0.0000,590.1361,282.6844,0.0000,0.0000,260.6622,277.1109,0.0000,0.0000,
390,-0.10,0.11,0.24,0.19,0.16,0.07,,587.4515,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3567,51.7773,0.0000,0.0000,421.3721,221.5038,0.0000,0.0000,590.1522,282.6860,0.0000,0.0000,260.6534,277.1251,0.0000,0.0000,
391,-0.07,0.01,0.12,0.34,0.30,0.11,,587.4529,54.7021,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3453,51.7781,0.0000,0.0000,421.3704,221.4998,0.0000,0.0000,590.1446,282.6770,0.0000,0.0000,260.6554,277.1203,0.0000,0.0000,
392,-0.16,-0.02,0.10,0.16,0.08,0.00,,587.4667,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7791,0.0000,0.0000,421.3608,221.5061,0.0000,0.0000,590.1579,282.6809,0.0000,0.0000,260.6594,277.1133,0.0000,0.0000,
393,-0.11,-0.04,-0.03,0.01,-0.01,0.02,,587.4620,54.6919,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3514,51.7853,0.0000,0.0000,421.3522,221.5173,0.0000,0.0000,590.1470,282.6784,0.0000,0.0000,260.6628,277.1132,0.0000,0.0000,
394,0.05,-0.01,0.23,0.01,0.18,0.02,,587.4514,54.6871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3522,51.7669,0.0000,0.0000,421.3582,221.5057,0.0000,0.0000,590.1352,282.6804,0.0000,0.0000,260.6544,277.1153,0.0000,0.0000,
395,0.00,0.03,0.11,0.02,0.16,-0.02,,587.4649,54.6954,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3487,51.7736,0.0000,0.0000,421.3589,221.5123,0.0000,0.0000,590.1428,282.6849,0.0000,0.0000,260.6564,277.1150,0.0000,0.0000,
396,0.00,0.02,0.20,0.13,-0.18,-0.06,,587.4755,54.6816,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3565,51.7830,0.0000,0.0000,421.3723,221.5041,0.0000,0.0000,590.1446,282.6859,0.0000,0.0000,260.6559,277.1127,0.0000,0.0000,
397,-0.14,-0.05,-0.05,0.02,-0.10,-0.07,,587.4665,54.6922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3506,51.7868,0.0000,0.0000,421.3781,221.5174,0.0000,0.0000,590.1522,282.6827,0.0000,0.0000,260.6673,277.1081,0.0000,0.0000,
398,-0.08,-0.07,0.04,0.11,0.03,-0.02,,587.4543,54.6922,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3507,51.7803,0.0000,0.0000,421.3515,221.5089,0.0000,0.0000,590.1520,282.6788,0.0000,0.0000,260.6570,277.1093,0.0000,0.0000,
399,-0.04,0.02,0.09,-0.07,0.17,0.02,,587.4691,54.6935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3540,51.7733,0.0000,0.0000,421.3635,221.5166,0.0000,0.0000,590.1432,282.6825,0.0000,0.0000,260.6590,277.1166,0.0000,0.0000,
400,-0.04,-0.04,0.11,0.26,-0.05,-0.03,,587.4524,54.6904,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3580,51.7837,0.0000,0.0000,421.3535,221.5013,0.0000,0.0000,590.1470,282.6812,0.0000,0.0000,260.6573,277.1106,0.0000,0.0000,
401,-0.12,-0.04,-0.05,0.18,-0.03,0.10,,587.4551,54.6934,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3519,51.7928,0.0000,0.0000,421.3647,221.5118,0.0000,0.0000,590.1466,282.6747,0.0000,0.0000,260.6611,277.1166,0.0000,0.0000,
402,-0.13,0.07,0.21,0.05,-0.03,-0.10,,587.4569,54.6883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3557,51.7759,0.0000,0.0000,421.3588,221.5085,0.0000,0.0000,590.1564,282.6917,0.0000,0.0000,260.6640,277.1142,0.0000,0.0000,
403,-0.07,-0.03,0.06,-0.12,-0.04,-0.17,,587.4687,54.6893,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3571,51.7739,0.0000,0.0000,421.3723,221.5179,0.0000,0.0000,590.1577,282.6881,0.0000,0.0000,260.6583,277.1044,0.0000,0.0000,
404,-0.04,0.07,0.15,0.10,0.18,0.02,,587.4578,54.6967,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3632,51.7762,0.0000,0.0000,421.3688,221.5096,0.0000,0.0000,590.1438,282.6857,0.0000,0.0000,260.6577,277.1202,0.0000,0.0000,
405,-0.18,-0.03,0.07,0.09,0.19,0.09,,587.4662,54.6941,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3462,51.7770,0.0000,0.0000,421.3776,221.5094,0.0000,0.0000,590.1609,282.6759,0.0000,0.0000,260.6539,277.1164,0.0000,0.0000,
406,-0.06,0.07,0.03,-0.02,0.06,0.00,,587.4559,54.6955,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,259.3551,51.7827,0.0000,0.0000,421.3620,221.5196,0.0000,0.0000,590.1473,282.6862,0.0000,0.0000,260.6577,277.1188,0.0000,0.0000,
